owner_id,owned_id,share
P008058,C007027,0.0708
P007285,C017975,0.1425
P009019,C028010,0.2918
P006967,C024029,0.1659
P007925,C011983,0.3189
C022202,C001304,0.3000
C031431,C011002,0.1000
P013756,C006230,0.1368
 P002738,C007757,0.2326
P005503,C012278,0.2482
C024701,C002385,0.1956
P004397,C012127,0.7000
P008556,C032504,0.4846
P004158,C031818,0.0944
P009373,C003977,0.2157
P002425,C029179,0.1715
C030803,C013212,0.1648
P002769,C002338,0.7000
P014760,C025364,0.5250
P010533,C012059,0.3000
C021197,C021872,0.2470
C029207,C019161,0.5000
P011652,C016148,0.4223
P011134,C031453,0.1143
P002966,C018224,0.1904
P001599,C019656,0.0559
P011348,C001198,0.5000
P008721,C026787,0.2112
P012305,C020630,0.1439
C010363,C028836,0.8500
P010241,C029286,0.1125
C011317,C013158,0.3923
P003294,C001063,0.3724
P002277,C006440,0.2194
P011882,C007083,0.5873
P005933,C032574,0.5250
P002122,C030469,1.0000
C024343,C000950,0.4806
 P007432,C017193,0.0594
P002481,C008786,0.1720
P005756,C028951,0.2094
P012642,C033128,0.1150
C020902,C032994,0.3457
C005734,C008523,0.8500
P002382,C018776,0.6510
P008285,C012952,0.2798
P003966,C031352,0.4634
P006644,C010562,0.1794
C030064,C006963,0.4005
P007727,C004317,0.2567
P003836,C018460,0.1806
P009769,C034470,0.4958
P005745,C000380,0.1500
P008080,C002731,0.6090
P005740,C019432,0.0284
C91001783,C91001784,1.0000
P006593,C015121,0.2577
C030662,C029278,0.5000
P003844,C009083,1.0000
C007849,C004226,0.8500
P007910,C006536,0.1626
P002618,C019953,0.0437
P004653,C000639,0.3240
P011599,C004327,0.5332
P012669,C003589,0.4963
P005752,C027371,0.3240
P000440,C028085,0.5000
P006291,C025698,0.2080
P006605,C030315,0.8279
C005096,C018175,0.9000
P009336,C025068,0.5000
 P001329,C027060,0.0441
P003609,C017445,0.3472
P006388,C027491,0.1588
P007535,C002558,0.1500
P004625,C014717,0.3628
P005089,C000321,0.2676
P011990,C008514,0.0970
P006702,C019436,0.1125
P004670,C023769,0.6192
P008317,C025316,0.2124
C001551,C000878,0.4289
C021089,C005816,0.2183
 P004237,C007685,0.1031
C019525,C022717,0.5000
P001257,C022858,0.9300
C029909,C016597,0.2498
P000632,C020241,0.5000
C030332,C005705,0.8500
P011059,C029513,0.3000
C025627,C015794,0.3000
C012598,C026973,0.2127
P011038,C018734,0.6521
P004306,C020450,0.1717
P000783,C028675,0.5585
P005732,C010445,0.4465
P005606,C012035,0.0563
P013652,C011300,0.6817
P002135,C016579,0.5271
C91000524,C91000525,1.0000
P009823,C010033,0.3767
P010655,C018306,0.1342
P003234,C016444,1.0000
P002279,C015696,1.0000
P003050,C012817,0.1500
C017606,C033157,0.3000
P013307,C000820,0.1953
P005971,C030796,0.4553
P001478,C000795,0.2610
P006543,C016417,0.3750
P012754,C009561,0.0455
C018934,C034588,0.1885
P005228,C016754,0.2574
P007006,C028308,0.0416
P008424,C006389,0.1183
P012272,C008165,0.1500
P002738,C030248,0.7500
C012711,C003569,0.2987
C028615,C018324,0.8500
P012531,C033638,0.2250
P004862,C020465,0.4531
P006078,C004761,0.5131
P000536,C019547,0.5366
P014209,C010633,0.3695
C025366,C010514,0.4766
C012017,C033430,0.1300
C018008,C025891,0.2093
C029668,C014066,0.3000
P002654,C031921,0.2173
P013529,C018664,0.0414
P001635,C015584,0.0837
 P012506,C004102,0.3450
P013752,C017817,0.2927
P005650,C006962,0.0724
P002855,C009826,0.2374
C026464,C014642,0.3012
C029731,C025188,0.8500
P000739,C009866,0.1500
P002295,C015080,0.3750
P009619,C031423,0.6241
P011656,C009642,1.0000
P003389,C022938,0.3499
C91001782,C91001783,1.0000
P013345,C016046,0.2305
P013678,C024365,0.6043
C016189,C032577,0.1139
P000582,C025084,0.0670
P011600,C001730,0.1686
C019563,C007548,0.3766
P008794,C006468,0.7423
P006663,C011100,0.3221
P002894,C007665,0.5608
P003403,C025493,0.0856
P000898,C028616,0.1470
P002806,C034163,0.7500
P014982,C024968,0.5400
P003622,C023468,0.5750
P006461,C021739,0.7019
C017356,C030024,0.3000
P011748,C014195,0.8050
P001888,C015180,0.2033
P007504,C001461,0.2856
P004862,C008283,0.0590
P001893,C018432,0.6208
P001395,C018111,0.1500
P013776,C018594 ,0.3994
P013400,C027449,0.1649
C008077,C019091,0.1999
P014594,C012401,0.2554
C032398,C014405,0.1325
C017904,C034732,0.7000
P011149,C013604,0.5000
P011198,C006363,0.0694
C026412,C016534,0.6401
P002999,C026580,0.3000
C017741,C019053,0.5000
P011618,C034091,0.0945
C024761,C032242,0.1473
P009788,C031606,0.5949
C032826,C007685,0.5000
P008738,C014768,0.7500
C020150,C015834,0.8500
P007463,C033811,0.5484
P005872,C019399,0.5733
P007602,C002911,0.3345
C026629,C027770,0.3000
C010031,C023333,0.5000
P004395,C001108,1.0000
C004997,C028441,0.3753
P013406,C020049,0.3635
P005083,C002546,0.2162
C012377,C025350,0.1841
P009311,C016039 ,0.0845
C016727,C002971,0.5000
 P002994,C014184,0.3181
C005959,C028253 ,0.0916
P008998,C009108,0.2780
P003081,C032593,0.0677
P009288,C029680,0.2790
C015752,C001309,0.4650
C91000713,C91000714,1.0000
P001749,C012888,0.2768
P009872,C009771,0.2405
P006763,C000057,0.8050
P010634,C022347,0.1395
C025899,C026335,0.4697
P005141,C018378,0.1125
P000806,C023344,0.3268
C032287,C008832,0.5000
C003143,C015527,0.2239
P001541,C030000,0.0905
C028900,C028073,0.3000
P009741,C013453,0.1620
C029474,C013798,0.8500
C029408,C027472,0.5000
P000230,C022859,0.1481
P009648,C006928,0.2731
P011185,C019113,0.2904
P011598,C027151,0.7000
C013250,C025364,0.1239
P007657,C028648,1.0000
P003837,C031434,0.2250
P008589,C011236,0.5750
P006361,C026487,0.1232
P002131,C011293,0.1042
P001811,C015445,0.2505
P006301,C019207,0.0864
P007233,C021416,0.7000
C014618,C025757,0.3913
P007404,C021460,0.3000
P007439,C011872,0.1434
P012321,C025252,0.1305
C015773,C003088,0.7000
P013683,C024637,0.4350
P007967,C025826,1.0000
P006360,C011968,0.1250
P006477,C031324,0.4562
P011040,C016775,0.5000
 P004834,C018634,0.0660
C018837,C030346,0.1691
C014692,C019233,0.8500
P007943,C024462,0.2182
P007863,C023133,0.6090
P012054,C003671,0.3399
P008480,C007486,0.5207
P010242,C019847,0.8050
P010935,C013288,0.3403
P003796,C031857,1.1500
P008304,C022031,0.1435
P007218,C010943,0.6677
C91001794,C91001795,1.0000
P006021,C018617,0.4350
C024364,C026221,0.7000
P009939,C003519,1.0000
P002772,C017373,0.2250
C91001731,C91001732,1.0000
C001511,C008118,0.5288
C026398,C002553,0.7000
P014404,C012957,0.2538
P013566,C034607,0.0433
C004675,C015113,0.7000
P004328,C011753,0.7000
P010414,C001155,0.1125
C003621,C013337,0.2051
P006221,C019243,0.8050
P007500,C008874,0.3132
P005494,C007154,0.6090
P011493,C032584,0.4997
P004677,C022085,0.3240
C026676,C006555,0.5449
C033769,C008257,0.5000
P005735,C015260,0.1395
P008996,C015406,0.4191
 C006564,C015186,0.8500
P004872,C023094,0.8700
C015652,C034225,0.3000
C033844,C016331,0.8500
P005054,C024134,0.4363
P002140,C031856,0.1305
C016309,C017672,0.4437
P005550,C012732,0.2132
C010512,C009036,0.3000
C013435,C004525,0.5000
P002838,C012980,0.2035
P013865,C020200,0.4350
P004030,C034345,0.1442
P012004,C021382,0.2541
C033657,C023310,0.3000
P014739,C020788,0.3594
P007066,C000844,0.1931
P000577,C000259,0.9300
C003497,C009936,0.3673
C022578,C021645,0.1689
C005055,C014361,0.1923
P000457,C034421,0.6510
P000995,C010657,0.3750
P009213,C019268,0.2250
P010955,C001799,0.7000
P004474,C017798,0.3729
P000246,C009887,0.1276
P012801,C002186,0.6090
P006880,C013881,0.4057
C028618,C022385,0.7000
P007954,C006254,0.3623
C017203,C033810,0.5000
P014106,C004564,0.0180
C015174,C006673,0.3741
P000749,C031921,0.2391
P006483,C005231,0.1500
C015283,C024457,0.7000
P006433,C024397,0.5000
P011193,C016749,0.9300
P003586,C022112,0.3991
P014004,C021830,0.5751
P012719,C002247,0.0990
C013515,C018092,0.1544
P001689,C014987,0.2249
C012954,C020886,0.3000
P014756,C022311,0.1948
P014158,C002255,0.6510
P000288,C027788,0.0862
P007283,C016489,1.0000
P003111,C031610,0.1500
P005619,C030506,0.2017
P012974,C031633,0.1725
C025831,C005905,0.5000
C012063,C007658,0.2265
C028617,C002121,0.5000
P003638,C028330,0.1500
P013925,C012020,0.0836
P008380,C018144 ,0.1725
P013681,C008145,0.1500
C011941,C033558,0.3000
P001286,C008443,0.8700
P000041,C021066,0.6145
P006302,C023589,0.5750
P009803,C019043,0.5646
C022842,C006420,0.3973
C007442,C005776,0.7000
P008202,C026889,0.0818
P014750,C001012,0.7560
C017116,C022290,0.5000
C028037,C006963,0.4495
P014711,C011683,0.2941
P009173,C005937,0.8050
C026832,C022302,0.2963
C018108,C001054 ,0.8500
C025421,C006001,0.1419
P011797,C016870,0.1500
P003249,C000023,0.0705
P000084,C023727,1.0800
P001465,C023435,0.1804
P007835,C001593,0.1487
C029198,C012260,0.8500
P012910,C020835,1.0000
P009418,C016874,0.6540
P013299,C032478,0.5274
C008734,C017135,0.3000
P008794,C032339,0.1649
P008226,C013804,0.5000
P013705,C003318,0.4623
C024350,C013793,0.3231
P004099,C029435,0.2981
C023884,C017541,0.8500
P005802,C000709,0.8050
P004399,C034062,0.3875
P013220,C033829,1.0000
C001816,C001051,0.5000
C001571,C014071,0.3000
C021178,C012362,0.5059
P004306,C023984,0.1500
P005445,C024355,0.6247
P006668,C021955,0.3241
P014784,C012407,0.4080
P004418,C024493,0.0924
P000141,C026524,0.2586
P003790,C034167,0.4080
P008104,C004467,0.6090
P002841,C023999,0.7354
P009448,C033944,0.3966
C014761,C004878,0.3403
P014163,C030582,0.1717
P005121,C002532,0.7286
P011729,C005357,0.2375
C024510,C006005,0.0763
P002688,C014918,0.4365
P006907,C019906,0.1408
P001987,C031197,0.7500
P008829,C021135,0.9300
P011219,C031201,0.3240
C025543,C029726,0.1670
P011359,C018493,0.8700
C010931,C022258,0.5000
C008240,C004710,0.2658
C026814,C003050,0.3597
C012160,C012188,0.5000
C014659,C010278,0.2885
P011882,C001107,0.1050
P011776,C019108,0.4151
P000432,C027132,0.1395
C006172,C002797,0.5000
C016598,C011483,0.5000
P008139,C004047,0.5750
C001037,C012476,0.4895
P014673,C028389,0.1537
P003128,C002543,0.9300
 C021209,C006008,0.5636
P001050,C034220,0.1738
P007239,C010634,0.1305
P011139,C013430,0.2790
P003645,C011201,0.1065
P009247,C005366,0.1834
P008406,C025859,0.7500
C016145,C030175,0.5583
P005223,C015361,0.5509
C002362,C012255,0.5000
C000724,C000562,0.7000
P005211,C002542,0.1894
C006923,C030164,0.7000
C013904,C004753,0.2316
P006384,C030461,0.1862
P003761,C002280,0.5250
P011271,C024115,0.4350
C005310,C027190,0.3006
P009409,C004262,0.1395
P013000,C016698,0.3450
P005617,C012998,0.3311
C031002,C012026,0.2134
C015792,C033266,0.1709
P009890,C032937,0.1305
C030146,C015954,0.3057
P013260,C007191,0.4819
P011299,C008764,0.2825
P014236,C025855,0.2300
P011319,C007872,0.9300
P009951,C013901,0.2686
P004584,C019159,0.2297
P008073,C009376,0.7500
C001480,C018026,0.1394
C010540,C002874,0.5000
P002529,C003892,0.2250
C021309,C018687,0.3000
P007784,C014010,0.0577
P005437,C021180,0.2278
P006603,C002183,0.0799
P002267,C018880,0.1500
C024382,C025526,0.2776
C014371,C008573,0.5000
P010895,C023275,0.4650
P004558,C029381,0.3659
C029943,C033541,0.3754
C026008,C023462,0.2729
P007040,C013435,0.3450
P001670,C033302,0.7972
P005633,C002750,0.3256
C003504,C019824,0.5000
P005614,C026763,1.0000
C027013,C014103,0.3000
C001417,C011295,0.5000
P013439,C022269,0.7500
P008905,C005226,0.5987
P009036,C008054,0.5270
P006045,C003128,0.7536
P008426,C018387,0.1645
P003999,C025403,0.1959
C023605,C025186,0.2048
P007390,C011517,0.8729
C012257,C007699,0.4584
P010311,C023919,1.0000
P003038,C031854,0.1500
C011269,C013859,0.2524
C91001929,C91001930,1.0000
C023234,C010433,0.1226
P003864,C021457,0.6551
P001892,C018770,0.1305
C000640,C030320,0.2868
C017432,C001197,0.3000
P011408,C004820,0.0292
C034698,C015516,0.5564
P005937,C006754,0.3367
P000734,C021608,0.7560
C008342,C007532,0.5356
P003954,C034160,0.6815
C019913,C018034,0.3668
P000889,C003546,0.2721
P008102,C008844,0.8700
P009802,C004863,0.7500
P012832,C001569,0.3683
P002793,C008978,0.0161
P000043,C017704,0.6090
P011809,C017958,0.0203
C020029,C033402,0.3000
P008917,C024137,0.2335
P003665,C021784,0.8700
P008698,C002438,0.0451
C003547,C011407,0.8500
P003204,C012065,0.1155
P008934,C010510,0.3342
P002183,C007477,0.1642
P014385,C004904,0.3000
P000144,C010812,0.3647
C012210,C027064,0.1718
P005731,C008271,0.7000
P013420,C022883,0.4362
P001706,C021275,0.1500
C029196,C034857,0.8500
P010881,C021458,0.3947
P012264,C010794,0.5115
C019650,C033411,0.7000
P009509,C029068,0.4723
P012218,C026326,0.5998
C027486,C018602,0.5000
P004729,C024235,0.4951
P002936,C005729,0.3929
C002279,C002814,0.5000
C033649,C032682,0.8500
P002166,C012496,0.1395
C010002,C020463,0.5000
P008790,C005148,1.0000
P009459,C015302,0.5000
P006544,C016005,0.2738
C012082,C017322,0.1662
P013894,C012676,0.3029
P009303,C031827,0.4212
C002079,C002711,0.5000
P001816,C007143,1.0000
C024743,C023739,0.7000
C002193,C021229,0.7000
C025627,C012184,0.3473
P012496,C016745,0.3450
P003214,C013267,0.4650
P007748,C021371,0.1728
C018498,C004999,0.3000
P012121,C021110,0.0739
 C007368,C030716,0.3000
C034943,C013585,0.5530
P000565,C016194,0.2234
P012365,C005103,0.2056
P010811,C018391,0.4348
P006613,C033232,0.2398
C008768,C030408,0.7000
P013038,C007832,0.4581
C008295,C027392,0.3000
C017685,C030986,0.2069
P002600,C003049,0.0974
P006391,C004515,0.3521
C032922,C011329,0.8500
P002102,C016126,0.3402
P000576,C022589,0.3385
C030480,C015355,0.6603
P013284,C025845,0.1177
C018582,C033199,0.3000
C022980,C002413,0.3738
P002764,C008048,1.1500
C020110,C029924,0.3286
P003683,C002129,0.5083
P010716,C026773,0.1464
P014698,C030177,0.3000
C026695,C016682,0.3000
P011875,C014034,1.0000
C017986,C031254,0.7000
P014481,C010841,0.6642
C006742,C015120,0.7000
C030082,C018730,0.1509
P014923,C003355,0.0950
P010680,C007699,0.1500
P012334,C032545,0.1125
P011932,C009477,0.0539
C019584,C014404,0.2610
P009946,C002451,0.1125
P004449,C023627,0.6075
P012949,C020580,1.0800
P011929,C006574,0.0997
P002735,C034347,0.5222
P012897,C027609,0.7000
P001977,C019008,0.0138
C010659,C000526,0.3323
C033858,C032795,0.3000
C010575,C015275,0.3000
C006132,C003961,0.3000
P013258,C012721,0.2628
P005610,C009673,0.1734
P009836,C020163,0.7000
P013159,C017998,0.3493
C022635,C023441 ,0.1991
C001257,C003099,0.2244
C026493,C015315,0.2226
C008008,C023648,0.3924
P007940,C019245,0.9300
C001904,C024683,0.1745
C012033,C008200,0.1176
C009612,C027005,0.3000
C010628,C019520,0.2800
C013395,C023715,0.0944
P006011,C004774,0.6770
P006855,C033958,0.5648
P003742,C025899,0.5797
C009701,C014204,0.1212
P001513,C034924,0.5000
P007992,C014870,0.1500
P012852,C006015,0.5340
P000167,C013087,0.0826
P007272,C020722,0.1500
P005622,C030976,0.3000
C026376,C014849,0.5000
C026461,C033104,0.3090
P006743,C008548,0.1725
P001276,C001580,0.1057
C002151,C026832,0.1062
C009063,C016904,0.3000
C007872,C015870,0.7000
C015537,C021033,0.8500
P007334,C028867,0.3662
P011248,C008283,0.3285
P002867,C034336,0.1500
P009637,C030157,0.3000
C023209,C017665,0.5000
P002728,C034805,0.5126
P003291,C015791,0.9300
P001258,C026604,0.1103
C034837,C001526,0.5000
C031007,C008040,0.1619
C033976,C027237,0.7000
P014077,C013130,0.5250
P009101,C011164,0.1660
P005369,C034661,0.1930
P011948,C010661,0.0693
P009656,C022345,0.5766
P005422,C000909,0.1110
C016433,C002659,0.5668
P000144,C030289,0.0405
P005344,C031205,0.0281
C031446,C024434,0.3000
P008252,C031284,0.3237
P010805,C029839,0.2306
 C025386,C029498,0.4311
P006446,C009241,0.2250
C033460,C019368,0.8500
P002155,C024430,0.3585
C000533,C006834,0.8500
C019375,C015639,0.5000
C017501,C013860,0.5000
P000172,C003986,1.1500
C002193,C026409,0.7000
P003811,C026030,0.3946
C007469,C023309,0.3000
C005692,C027308,0.1763
C001192,C026268,0.0000
P000627,C008306,0.0835
P013082,C010328,0.0477
C028958,C012222,0.3000
P007057,C009308,0.0735
P004486,C001368,0.2620
C018556,C033206,0.4367
P006206,C004692,0.0447
P009498,C000750,0.1010
C030006,C019020,0.3000
P005660,C009669,0.8700
C031172,C013342,0.5000
C034559,C023714,0.3946
P008819,C026596,0.2066
P000105,C018061,0.3450
C006035,C000113,0.7000
P014147,C022839,0.2610
P009879,C024915,0.3782
P002278,C029472,1.0800
P005266,C034252,0.2602
P007650,C019093,0.1500
P004336,C029826,0.1191
C004809,C010228,0.3000
C018442,C005380,0.8500
P010519,C006580,0.2010
P007308,C004151,0.3424
C008799,C033777,0.6167
C025564,C033253,0.1645
P010154,C030927,0.4318
P012283,C029487,1.0000
P004467,C002710,0.1620
P014017,C023157,0.1620
C031410,C030991,0.3000
P003216,C000537,0.1454
C003755,C022830,0.2219
C006347,C017890,0.3000
C001619,C013902,0.3000
C011855,C029230,0.3000
P009657,C022579,0.7500
C017472,C000128,0.4968
C025199,C029669,0.8561
P006359,C000702,0.6090
P012889,C023512,0.2511
P001920,C014581,0.1137
C003365,C023967,0.1789
P009464,C027237,0.3000
P005798,C019842,0.0364
P014049,C022633,0.1170
P014281,C013231,0.0715
C007363,C027621,0.2309
C030399,C034938,0.2198
C91000611,C91000612,1.0000
P007258,C017543,0.4552
P007781,C027843,1.0800
C007029,C025019,0.3000
C005487,C034376,0.2983
P005838,C009959,0.1620
P005159,C000200,0.1569
P001051,C007867,0.4676
P001319,C028952,0.1500
C033480,C021832,0.3000
P900004,C900021,0.6000
C030821,C028131,0.4863
P006326,C022361,0.6346
P012159,C020508,0.3000
P005179,C013108,0.5452
C008860,C017672,0.4063
P012916,C028886,0.0833
P013040,C026148,0.2494
P008534,C001139,0.9300
C006553,C018911,0.8500
C025371,C010839,0.3104
P007416,C007391,0.3139
P006554,C000536,0.3914
P007670,C020341,0.2250
C034131,C024955,0.3000
P005796,C013695,0.0440
C022474,C030327,0.3000
P013991,C009321,0.1500
C016856,C021909,0.1747
P014653,C018694,0.9300
P000777,C017353,0.3240
C014701,C022836,0.8500
C018186,C007456,0.0947
C018856,C023659,0.3000
P004300,C010709,0.0541
P014907,C009152,0.1725
P002395,C034011,0.0355
P005659,C000846,0.6510
P007287,C024538,0.2906
P006746,C033985,0.0589
P003974,C001358,1.0000
P001121,C003197,0.2245
P007544,C025322,0.0798
P006422,C007954,0.2970
C010335,C025552,0.7000
P003202,C008625,0.2250
C020025,C002928,0.7000
C015552,C034394,0.3298
C026874,C004896 ,0.2085
P010636,C011519,1.1500
C91001290,C91001291,1.0000
P002255,C012019,0.6510
P009992,C019568 ,0.1278
C030185,C034987,0.5000
C020673,C006598,0.5000
P008206,C005012,0.3777
P013458,C006170,0.1903
C028932,C001080,0.8500
P002747,C000708,0.0552
P012102,C003496,0.4192
P014227,C020092,0.4978
P002029,C028852,0.3450
P004660,C027975,0.3695
P004078,C016252,0.3450
C013462,C007619,0.5872
P006214,C000990,1.0000
C028173,C016453,0.3398
C010866,C007921,0.4634
C034901,C021565,0.5000
P014729,C018157,0.4321
P011168,C015475,0.2330
P010797,C034976,0.3779
P006491,C001100,0.5114
P001634,C025749,0.1514
P003924,C018527,0.0592
P000017,C018417,0.0176
C002025,C006423,0.7000
P009490,C031457,0.0355
P000733,C033606,0.1500
P003111,C002722,0.3000
P010760,C030610,0.2836
P003152,C002403,0.0352
C023104,C006315,0.1947
P006460,C015690,0.3450
P010409,C020500,1.0000
P005318,C017349,0.8050
C020009,C028920,0.1409
P009581,C023024,0.2222
P012738,C018687,0.3401
C012891,C009452,0.5000
P000183,C007379,0.1620
P000265,C002546,0.1171
P011328,C016850,0.0656
P013043,C018445,0.1749
P012225,C001861,0.1641
C028156,C000678,0.3000
C91000219,C91000220,1.0000
P011713,C028807,0.7500
C017203,C027063,0.3175
P006628,C025934,0.1581
P008474,C001693,0.2610
C006174,C020046,0.5000
P003017,C032057,0.1174
 P009389,C012546,0.0844
P010377,C029368,0.7107
P014803,C005494,0.3023
C011687,C025851,0.7000
P002307,C017344,0.2916
P012808,C013455,0.0424
C024403,C032921,0.2115
P009676,C006661,0.3978
P007793,C029322,0.7560
P004892,C005033,0.2455
C021958,C027956,0.6445
P014390,C016209,0.3355
P005966,C015977,0.5294
C004090,C029033,0.0970
C031694,C029705,0.5358
P011234,C033582,0.6860
P011891,C003675,0.1685
P011628,C024177,0.3152
P000129,C018108,0.4923
P012959,C017378,0.1992
P001933,C032612,0.5000
P004799,C032096,0.2785
P003660,C009466,0.8700
P011122,C002480,0.8050
C033141,C034666,0.3582
P010848,C022601,0.2421
P002146,C015126,0.3000
P004450,C026084,0.5403
C022959,C005799,0.3000
P001990,C012738,0.1975
P009834,C026076,0.0656
P005472,C014648,0.3608
C031100,C005102,0.2991
C026452,C004243,0.5000
P013590,C018321,0.0734
P012750,C016671,0.7000
P003915,C026771,1.0800
P009407,C017465,0.0682
C013827,C026466,0.5000
P011647,C019915,1.0000
C005241,C004537,0.7000
P012161,C006423,0.2250
P007937,C003075,0.1381
P003337,C014705,0.1500
P007373,C034118,0.6510
P008833,C015648,0.3218
C91000440,C91000441,1.0000
P006377,C022800,0.2610
C014137,C005960,0.3000
P005261,C029330,0.1125
P006163,C030417,0.1659
C011550,C015380,0.2389
C002065,C031086,0.5000
P010075,C019145,0.0520
P000539,C023768,0.5311
P001365,C005293,1.1500
C013088,C009705,0.2082
P006385,C012839,0.2110
P004837,C032702,0.5587
C006825,C012584,0.3000
P012225,C012820,0.7000
P008664,C010629,1.0000
P012554,C001647,0.0406
P002316,C012743,0.3298
P007665,C022045,0.0469
P001694,C024330,0.6659
C003952,C028560,0.5000
C004527,C026793,0.3860
P013603,C008045,0.0367
C005815,C031355,0.6705
P004774,C031782,0.2610
P011037,C020539,0.6192
P006356,C000747,0.1326
P009008,C008747,0.1270
P012573,C028342,0.1500
P008204,C018168,0.1645
C91000984,C91000985,1.0000
P009406,C019112,0.7500
